Filename,Element,P,Q,V,xi,R_a,R_b,R_c,R_d,R_e,R_f,L_a,L_b,L_c,L_d,L_e,L_f
iP01_iV01_iQ01_iX01__P-1000m_Q-1000m_V+1000m_xi-10000md.csv,Y21,-1.0,-1.0,1.0,-10.0,559.0610707897273,-6.979509011010217,-7.612451128222418,-546.1906561459297,93.65146881394814,366.9312535290075,0.2157087911330054,-0.0295157240713667,-0.1635393307290253,-36.72889323638438,6.92047715494977,36.05434723783218
iP01_iV01_iQ01_iX02__P-1000m_Q-1000m_V+1000m_xi-8947md.csv,Y21,-1.0,-1.0,1.0,-8.947,606.5483281330152,-7.553662997471829,-8.525829188170212,-615.623878085772,104.55484313094249,407.3545282924159,0.2340313312112577,-0.031943770315328,-0.1831615567519706,-41.3979689447154,7.7261938500931535,40.02630320535671
iP01_iV01_iQ01_iX03__P-1000m_Q-1000m_V+1000m_xi-7895md.csv,Y21,-1.0,-1.0,1.0,-7.895,668.1341136647796,-8.301251203467148,-9.687285127846332,-704.0054133504003,118.4192770468256,458.79882229498367,0.2577936642409402,-0.0351052544788067,-0.2081132738594531,-47.34123435796028,8.750721271354495,45.08117498546875
iP01_iV01_iQ01_iX04__P-1000m_Q-1000m_V+1000m_xi-6842md.csv,Y21,-1.0,-1.0,1.0,-6.842,750.1789629311016,-9.300106793426105,-11.211381722449648,-820.1000040019097,136.61130013401095,526.343730521166,0.2894499468522923,-0.0393293261053155,-0.2408556498497315,-55.14807949378946,10.095040603919916,51.71807917902856
iP01_iV01_iQ01_iX05__P-1000m_Q-1000m_V+1000m_xi-5789md.csv,Y21,-1.0,-1.0,1.0,-5.789,863.6895082520448,-10.684993056787466,-13.296012997281604,-979.0487665382273,161.4914192257334,618.7638494536826,0.333246991202808,-0.0451858871836261,-0.2856400691859718,-65.83667730625922,11.933584059631997,60.79920003177656
iP01_iV01_iQ01_iX06__P-1000m_Q-1000m_V+1000m_xi-4737md.csv,Y21,-1.0,-1.0,1.0,-4.737,1029.47732757044,-12.710800019629149,-16.314995056053185,-1209.454420393438,197.51854216886167,752.6342910952029,0.3972147613772535,-0.0537528450087057,-0.3504972744485642,-81.33043346551885,14.595847486299874,73.9531936980879
iP01_iV01_iQ01_iX07__P-1000m_Q-1000m_V+1000m_xi-3684md.csv,Y21,-1.0,-1.0,1.0,-3.684,1292.1622702327045,-15.924091321302136,-21.069384148818447,-1572.6124220149895,254.24769380203168,963.4742249155944,0.498569433328383,-0.0673415686956419,-0.4526364668268968,-105.75119437912198,18.78790986266729,94.67014303900464
iP01_iV01_iQ01_iX08__P-1000m_Q-1000m_V+1000m_xi-2632md.csv,Y21,-1.0,-1.0,1.0,-2.632,1767.7846028271874,-21.746378450084997,-29.641958260796574,-2227.895991604124,356.5222303083765,1343.6349131696131,0.6820841220812988,-0.0919635041478818,-0.6368022511825199,-149.81610098837706,26.34559799696475,132.0244030941837
iP01_iV01_iQ01_iX09__P-1000m_Q-1000m_V+1000m_xi-1579md.csv,Y21,-1.0,-1.0,1.0,-1.579,2881.8668814519874,-35.3905119325315,-49.66962533940805,-3759.685517093566,595.4350183685589,2231.739964284404,1.1119429588011722,-0.1496633335234836,-1.0670593674424071,-252.82213371493796,44.00031846543504,219.2888364919039
iP01_iV01_iQ01_iX10__P-1000m_Q-1000m_V+1000m_xi-526md.csv,Y21,-1.0,-1.0,1.0,-0.526,8464.221112993957,-103.77381562427068,-149.884731162357,-11427.456223121137,1790.823869531995,6675.408677172732,3.265845181441036,-0.4388502547910636,-3.21999421840165,-768.4455464109749,132.33488100884617,655.9198787663444
iP01_iV01_iQ01_iX11__P-1000m_Q-1000m_V+1000m_xi+526md.csv,Y21,-1.0,-1.0,1.0,0.526,-8293.932353318783,101.52643044215064,150.83932820291028,11585.09075443496,-1796.1759788921272,-6658.699704133456,-3.2001407630647574,0.4293462623450441,3.2405019574320417,779.0457537979489,-132.73038143996123,-654.278069863537
iP01_iV01_iQ01_iX12__P-1000m_Q-1000m_V+1000m_xi+1579md.csv,Y21,-1.0,-1.0,1.0,1.579,-2711.322147486526,33.139449559260186,50.62494414004977,3917.4804981330985,-600.7907284341504,-2215.019451258494,-1.0461397749990793,0.1401437905624953,1.087582612144847,263.43314527027974,-44.39608447655481,-217.64589335801645
iP01_iV01_iQ01_iX13__P-1000m_Q-1000m_V+1000m_xi+2632md.csv,Y21,-1.0,-1.0,1.0,2.632,-1596.7259528315733,19.48793048092912,30.598722883107424,2386.0231455659423,-361.8853706460369,-1326.8913786183066,-0.6160826483044415,0.0824127281574804,0.6573565566700423,160.44944995504983,-26.74191307535212,-130.37919788839142
iP01_iV01_iQ01_iX14__P-1000m_Q-1000m_V+1000m_xi+3684md.csv,Y21,-1.0,-1.0,1.0,3.684,-1120.3277903301037,13.654486269369691,22.02832327304919,1731.2397651071583,-259.6220006424383,-946.696075009403,-0.43226861241377,0.0577436103925373,0.4732374874371988,116.41817959308312,-19.18505007696369,-93.0215365408232
iP01_iV01_iQ01_iX15__P-1000m_Q-1000m_V+1000m_xi+4737md.csv,Y21,-1.0,-1.0,1.0,4.737,-856.5990512567769,10.426170111564492,17.276844331859763,1368.7528653610043,-202.90779321263116,-735.8098406050887,-0.3305112008090035,0.0440913479226993,0.3711608142439466,92.04254747544832,-14.994092016001623,-72.30003774538223
iP01_iV01_iQ01_iX16__P-1000m_Q-1000m_V+1000m_xi+5789md.csv,Y21,-1.0,-1.0,1.0,5.789,-689.4912188310105,8.381338958815595,14.26151744427241,1139.1924640380614,-166.89943015370392,-601.8812810665169,-0.2660341152009798,0.0354439384871846,0.3063821335247879,76.60563082644182,-12.333214870802117,-59.1403334652185
iP01_iV01_iQ01_iX17__P-1000m_Q-1000m_V+1000m_xi+6842md.csv,Y21,-1.0,-1.0,1.0,6.842,-574.3738333281755,6.973259449829368,12.181298198427225,981.2675380129511,-142.041943211148,-509.39106473518905,-0.2216170857159465,0.029489295231875,0.261692498411826,65.98588101171133,-10.496343857894214,-50.05232491268208
iP01_iV01_iQ01_iX18__P-1000m_Q-1000m_V+1000m_xi+7895md.csv,Y21,-1.0,-1.0,1.0,7.895,-490.4221320028163,5.946829849179377,10.662384883214092,866.3803704060781,-123.87648360651886,-441.76387891735584,-0.1892250610291584,0.025148615561761,0.2290614755229375,58.26022956050878,-9.153987468348284,-43.407336197848615
iP01_iV01_iQ01_iX19__P-1000m_Q-1000m_V+1000m_xi+8947md.csv,Y21,-1.0,-1.0,1.0,8.947,-426.6134491968448,5.167028241453354,9.506900526226111,779.3965327167133,-110.04262767328326,-390.2248954073696,-0.1646050426608483,0.0218509037817858,0.2042380467445748,52.41095228680777,-8.13171966649012,-38.34316032654561
iP01_iV01_iQ01_iX20__P-1000m_Q-1000m_V+1000m_xi+10000md.csv,Y21,-1.0,-1.0,1.0,10.0,-376.5680225549257,4.555709665680346,8.600302192365435,711.5582327554226,-99.17392447969333,-349.6942424195764,-0.1452954554856724,0.0192656917885419,0.1847614705061876,47.84912791896485,-7.328565030600425,-34.360653464331044
iP01_iV01_iQ02_iX01__P-1000m_Q-895m_V+1000m_xi-10000md.csv,Y21,-1.0,-0.895,1.0,-10.0,545.1560974476754,-6.789393307045933,-7.65875124898024,-552.9541906730337,93.92674534816868,365.98178731117537,0.2103436796146631,-0.0287117416349244,-0.1645340025678247,-37.18371095212838,6.940819010724363,35.96105350762734
