Filename,Element,P,Q,V,xi,R_a,R_b,R_c,R_d,R_e,R_f,L_a,L_b,L_c,L_d,L_e,L_f
iP01_iV01_iQ01_iX01__P-1000m_Q-1000m_V+1000m_xi-10000md.csv,Y12,-1.0,-1.0,1.0,-10.0,61.87136483181536,-0.710594994301299,8.41512386133182,191.40251076643048,1221.7315469225196,201.90561090103773,0.0238725212878487,-0.0030050431549272,0.1807832590450991,12.87096706328266,90.28117801427103,19.839070528886342
iP01_iV01_iQ01_iX02__P-1000m_Q-1000m_V+1000m_xi-8947md.csv,Y12,-1.0,-1.0,1.0,-8.947,62.41213303470215,-0.716136963933847,7.524072175953925,184.12524994905863,-3389.6014595906463,213.5671838898766,0.0240811719369866,-0.0030284796525702,0.1616406735864907,12.381603638356571,-250.47833975377168,20.98492659198296
iP01_iV01_iQ01_iX03__P-1000m_Q-1000m_V+1000m_xi-7895md.csv,Y12,-1.0,-1.0,1.0,-7.895,63.00975735313934,-0.7223040129238083,6.804142039978748,177.46195739049963,-706.8099713688641,226.90618228179108,0.0243117600176409,-0.0030545595553306,0.1461743158226832,11.933526900499285,-52.230493815726696,22.295605028232828
iP01_iV01_iQ01_iX04__P-1000m_Q-1000m_V+1000m_xi-6842md.csv,Y12,-1.0,-1.0,1.0,-6.842,63.66641804125238,-0.7291178060647279,6.21109042399136,171.3475978002369,-393.8032453721929,242.28313762684385,0.0245651267616669,-0.0030833744816971,0.1334337066900162,11.522363398373626,-29.100520281975324,23.80653134292459
iP01_iV01_iQ01_iX05__P-1000m_Q-1000m_V+1000m_xi-5789md.csv,Y12,-1.0,-1.0,1.0,-5.789,64.38455252792225,-0.7366026527791779,5.714714121024846,165.72606655267373,-272.6951749335188,260.1708125970917,0.0248422126295343,-0.00311502723406,0.1227699865544887,11.144340453441572,-20.15110713995386,25.564158800513
iP01_iV01_iQ01_iX06__P-1000m_Q-1000m_V+1000m_xi-4737md.csv,Y12,-1.0,-1.0,1.0,-4.737,65.16687675085254,-0.7447857091454226,5.293691623872897,160.5488525617626,-208.48268594481144,281.2014199823838,0.02514406554189,-0.0031496326530638,0.1137251025550774,10.796195835519846,-15.406055290155203,27.63060806693568
iP01_iV01_iQ01_iX07__P-1000m_Q-1000m_V+1000m_xi-3684md.csv,Y12,-1.0,-1.0,1.0,-3.684,66.0164095373045,-0.7536972088025757,4.932543397489583,155.77373160299274,-168.74207536476015,306.2399038583268,0.0254718502866485,-0.0031873185940845,0.1059665057191969,10.475090185899647,-12.46937955890944,30.090867807476904
iP01_iV01_iQ01_iX08__P-1000m_Q-1000m_V+1000m_xi-2632md.csv,Y12,-1.0,-1.0,1.0,-2.632,66.93650044499753,-0.7633707264090293,4.619760572045147,151.36382418465175,-141.75343843606473,336.5017132739362,0.0258268592611624,-0.0032282270413723,0.0992469494192824,10.178543575346955,-10.475024749020609,33.0643670091736
iP01_iV01_iQ01_iX09__P-1000m_Q-1000m_V+1000m_xi-1579md.csv,Y12,-1.0,-1.0,1.0,-1.579,67.93086155090877,-0.7738434779732724,4.346609635229078,147.28687461385894,-122.25042018680752,373.7501505654616,0.0262105247376419,-0.0032725153781236,0.0933788104135189,9.90438679530578,-9.033828034198065,36.72436616961535
iP01_iV01_iQ01_iX10__P-1000m_Q-1000m_V+1000m_xi-526md.csv,Y12,-1.0,-1.0,1.0,-0.526,69.00360376384793,-0.7851566631370551,4.106344407586543,143.5143709895547,-107.51562105180376,420.6440559386787,0.0266244328740532,-0.0033203578339662,0.0882171596043306,9.65070279415885,-7.94498391070812,41.332120755861816
iP01_iV01_iQ01_iX11__P-1000m_Q-1000m_V+1000m_xi+526md.csv,Y12,-1.0,-1.0,1.0,0.526,70.15927834263735,-0.7973558553941236,3.89367210189292,140.02132383762918,-96.00509131469374,481.3885934991127,0.0270703397335345,-0.0033719471351599,0.0836482913184271,9.415810888933294,-7.094400799050299,47.30082639251456
iP01_iV01_iQ01_iX12__P-1000m_Q-1000m_V+1000m_xi+1579md.csv,Y12,-1.0,-1.0,1.0,1.579,71.4029244285291,-0.8104914473043998,3.704382766832553,136.78547246687282,-86.77656019761788,563.0503831784288,0.027550189624364,-0.0034274963873675,0.0795817625948438,9.198214323245528,-6.41244841150107,55.3248431804403
iP01_iV01_iQ01_iX13__P-1000m_Q-1000m_V+1000m_xi+2632md.csv,Y12,-1.0,-1.0,1.0,2.632,72.74012355404555,-0.824619159053044,3.5350866223014887,133.7871672465927,-79.22247007000298,678.4895120176715,0.0280661361317139,-0.003487241226306,0.0759447503230742,8.996591621067852,-5.85423070558022,66.66779197670738
iP01_iV01_iQ01_iX14__P-1000m_Q-1000m_V+1000m_xi+3684md.csv,Y12,-1.0,-1.0,1.0,3.684,74.17706227655165,-0.8398006202547339,3.383024337197521,131.0088634061745,-72.93345572235096,853.8265048493382,0.0286205662842666,-0.0035514422781454,0.0726779754149491,8.80976305142341,-5.389497139307423,83.89625305872374
iP01_iV01_iQ01_iX15__P-1000m_Q-1000m_V+1000m_xi+4737md.csv,Y12,-1.0,-1.0,1.0,4.737,75.72060431162582,-0.8561040367773061,3.2459276669050587,128.434958461139,-67.62367025674382,1151.4680611033248,0.0292161283862367,-0.0036203879794464,0.0697327088605736,8.636679395763563,-4.997124759827746,113.14225455641
iP01_iV01_iQ01_iX16__P-1000m_Q-1000m_V+1000m_xi+5789md.csv,Y12,-1.0,-1.0,1.0,5.789,77.37837381920093,-0.8736049566326674,3.12191551973329,126.05151494842414,-63.08747725063744,1766.6404065256988,0.0298557641525968,-0.0036943978160453,0.0670685389093852,8.476403423976928,-4.6619178377574455,173.5885561624486
