Frequency_Hz,Y11_Real,Y11_Imag,Y12_Real,Y12_Imag,Y21_Real,Y21_Imag,Y22_Real,Y22_Imag
0.1,0.228201463548709,-0.00219811432387976,0.691591719466184,-0.000388145384883489,0.112633850824236,-0.000388024284495386,-0.288630567127864,-6.59597574433415e-05
0.100693514841637,0.228201482202547,-0.00221337601464223,0.691591992550497,-0.000390848113401677,0.112633977839403,-0.000390724482964864,-0.288631220660705,-6.63844256757889e-05
0.10139183931163,0.228201501080651,-0.00222874391057063,0.691592269419303,-0.000393569812750705,0.112634106608159,-0.000393443599505812,-0.288631883247062,-6.68113544286912e-05
0.102095006765465,0.228201520185159,-0.00224421875573852,0.691592550124817,-0.000396310619217433,0.112634237154512,-0.000396181769308354,-0.288632555011755,-6.72405451053806e-05
0.102803050789954,0.22820153951821,-0.00225980129953449,0.691592834719971,-0.000399070670131614,0.112634369502794,-0.000398939128582808,-0.288633236081307,-6.7671998822294e-05
0.103516005204838,0.228201559081942,-0.00227549229670226,0.69159312325842,-0.00040185010387511,0.112634503677665,-0.000401715814568467,-0.28863392658397,-6.8105716400875e-05
0.104233904064403,0.228201578878499,-0.00229129250738092,0.691593415794551,-0.000404649059891235,0.112634639704117,-0.000404511965542461,-0.288634626649744,-6.85416983592715e-05
0.104956781659108,0.228201598910021,-0.00230720269714567,0.691593712383495,-0.000407467678694221,0.112634777607476,-0.000407327720828731,-0.288635336410403,-6.89799449038048e-05
0.105684672517218,0.22820161917865,-0.00232322363704885,0.691594013081136,-0.000410306101878762,0.11263491741341,-0.000410163220807079,-0.288636055999518,-6.94204559203576e-05
0.106417611406461,0.228201639686525,-0.00233935610366132,0.691594317944123,-0.000413164472129654,0.11263505914793,-0.000413018606922331,-0.288636785552481,-6.9863230965507e-05
0.10715563333568,0.228201660435783,-0.0023556008791142,0.691594627029876,-0.000416042933231621,0.112635202837398,-0.00041589402169361,-0.28863752520653,-7.03082692573645e-05
0.107898773556513,0.228201681428557,-0.00237195875114098,0.6915949403966,-0.000418941630079175,0.112635348508527,-0.000418789608723696,-0.288638275100772,-7.07555696664135e-05
0.108647067565072,0.228201702666977,-0.00238843051311998,0.691595258103294,-0.000421860708686619,0.112635496188389,-0.000421705512708493,-0.288639035376208,-7.1205130705982e-05
0.109400551103639,0.228201724153166,-0.00240501696411712,0.691595580209762,-0.000424800316198168,0.11263564590442,-0.000424641879446596,-0.288639806175761,-7.16569505225702e-05
0.110159260162376,0.228201745889243,-0.00242171890892924,0.691595906776624,-0.000427760600898183,0.112635797684421,-0.000427598855848985,-0.288640587644299,-7.21110268859688e-05
