Element,Branch_ID,P,Q,V,xi,R,L,Filename
Y12,a,-0.3,-1.0,0.9,-8.947,4.948814027274063,0.0057890322088499,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,b,-0.3,-1.0,0.9,-8.947,-0.360414076872783,-0.0017050938455305,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,c,-0.3,-1.0,0.9,-8.947,0.7938729958297246,0.007701058529442,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,d,-0.3,-1.0,0.9,-8.947,91.66279515813152,6.16965226429528,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,e,-0.3,-1.0,0.9,-8.947,-71.61070007485269,-5.255800716460628,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,f,-0.3,-1.0,0.9,-8.947,196.9406067387984,19.28299708921677,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y12,a,-0.3,-1.0,0.9,-10.0,4.959144237191042,0.0058011162996248,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,b,-0.3,-1.0,0.9,-10.0,-0.3616798353213106,-0.0017110820604172,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,c,-0.3,-1.0,0.9,-10.0,0.8030899091496686,0.0077904682830305,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,d,-0.3,-1.0,0.9,-10.0,92.8349344280449,6.248546771571864,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,e,-0.3,-1.0,0.9,-10.0,-74.56195843266308,-5.472405585950817,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,f,-0.3,-1.0,0.9,-10.0,192.6725927868908,18.86510408780715,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y12,a,-0.3,-1.0,0.9,-6.842,4.938347937157796,0.0057767891679011,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,b,-0.3,-1.0,0.9,-6.842,-0.3586297891287082,-0.0016966525047331,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,c,-0.3,-1.0,0.9,-6.842,0.7775006830139608,0.0075422369800016,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,d,-0.3,-1.0,0.9,-6.842,89.5691613385049,6.028733666194599,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,e,-0.3,-1.0,0.9,-6.842,-66.44662822464724,-4.876788466033281,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,f,-0.3,-1.0,0.9,-6.842,206.59673377486436,20.2284550771854,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y12,a,-0.3,-1.0,0.9,-7.895,4.941888291447371,0.0057809306096486,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,b,-0.3,-1.0,0.9,-7.895,-0.3593983246812456,-0.0017002883927985,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,c,-0.3,-1.0,0.9,-7.895,0.7853521659585548,0.0076184012153602,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,d,-0.3,-1.0,0.9,-7.895,90.57538870969664,6.096460950997905,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,e,-0.3,-1.0,0.9,-7.895,-68.91494099895672,-5.057947994504693,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,f,-0.3,-1.0,0.9,-7.895,201.57148687430995,19.736419310666545,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y12,a,-0.3,-1.0,0.9,-5.789,4.938183220285,0.0057765964851135,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,b,-0.3,-1.0,0.9,-5.789,-0.358106367430969,-0.001694176233209,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,c,-0.3,-1.0,0.9,-5.789,0.7702942902464858,0.0074723305179101,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,d,-0.3,-1.0,0.9,-5.789,88.64090243280184,5.9662542859657055,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,e,-0.3,-1.0,0.9,-5.789,-64.18172915791084,-4.710558306230246,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,f,-0.3,-1.0,0.9,-5.789,212.05213934090548,20.76260885702705,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y12,a,-0.3,-1.0,0.9,-4.737,4.941393687736931,0.0057803520312671,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,b,-0.3,-1.0,0.9,-4.737,-0.3578266313479645,-0.0016928528213222,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,c,-0.3,-1.0,0.9,-4.737,0.763711043998133,0.0074084689620459,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,d,-0.3,-1.0,0.9,-4.737,87.78768746587872,5.908825968512278,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,e,-0.3,-1.0,0.9,-4.737,-62.09953050303128,-4.557737277402049,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,f,-0.3,-1.0,0.9,-4.737,217.97849851115032,21.3428749980706,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y12,a,-0.3,-1.0,0.9,-3.684,4.947988174787541,0.0057880661417037,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,b,-0.3,-1.0,0.9,-3.684,-0.3577898188673054,-0.0016926786640453,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,c,-0.3,-1.0,0.9,-3.684,0.7577311657304564,0.0073504604483665,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,d,-0.3,-1.0,0.9,-3.684,87.00686607215474,5.856270332189553,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,e,-0.3,-1.0,0.9,-3.684,-60.18209650961232,-4.417008993246276,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,f,-0.3,-1.0,0.9,-3.684,224.422459853466,21.973820996898045,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y12,a,-0.3,-1.0,0.9,-2.632,4.957984857112439,0.0057997600779966,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,b,-0.3,-1.0,0.9,-2.632,-0.3579958297773351,-0.0016936532872838,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,c,-0.3,-1.0,0.9,-2.632,0.7523369109799161,0.0072981328446126,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,d,-0.3,-1.0,0.9,-2.632,86.29605302573033,5.808426825332643,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,e,-0.3,-1.0,0.9,-2.632,-58.41383097708231,-4.287228791034483,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,f,-0.3,-1.0,0.9,-2.632,231.43755966395972,22.66068873498355,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y12,a,-0.3,-1.0,0.9,-1.579,4.971411358064461,0.0058154661534391,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,b,-0.3,-1.0,0.9,-1.579,-0.3584452250854863,-0.0016957793451247,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,c,-0.3,-1.0,0.9,-1.579,0.7475124536960269,0.0072513326283171,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,d,-0.3,-1.0,0.9,-1.579,85.653097124546,5.765150668431345,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,e,-0.3,-1.0,0.9,-1.579,-56.781110036848034,-4.167396749667634,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,f,-0.3,-1.0,0.9,-1.579,239.08549224296004,23.40951887878919,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y12,a,-0.3,-1.0,0.9,-0.526,4.9883049122780765,0.0058352279244262,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y12,b,-0.3,-1.0,0.9,-0.526,-0.3591392302760802,-0.001699062635249,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
