Filename,Element,P,Q,V,xi,R_a,R_b,R_c,R_d,R_e,R_f,L_a,L_b,L_c,L_d,L_e,L_f
iP01_iV01_iQ01_iX19__P-300m_Q-1000m_V+900m_xi+8947md.csv,Y11,-0.3,-1.0,0.9,8.947,-13.490735609558357,2.3941374244761224,6.546530843274296,506.4829208722928,291.2798671836132,-121.1152812951469,-0.0157812159710172,0.0113264970759441,0.0635053937515045,34.09042338709848,21.378214881853676,-11.858730686525726
iP01_iV01_iQ01_iX20__P-300m_Q-1000m_V+900m_xi+10000md.csv,Y11,-0.3,-1.0,0.9,10.0,-12.930560640311835,2.1568120869015592,7.866998178925821,572.6108469697849,256.160246282227,-120.79001633479736,-0.015125933529267,0.010203727466061,0.0763147427172572,38.5413711358285,18.800642992530147,-11.826883098422387
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,Y11,-0.3,-0.5,0.9,-10.0,-38.4418804727316,-4.004326235608796,2.113535281931573,209.6036568064071,-1253.6398279138416,-137.73114402244315,-0.0449686092463621,-0.0189441879714459,0.0205025980171859,14.108032312427508,-92.00972866467517,-13.48563555802222
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-8947md.csv,Y11,-0.3,-0.5,0.9,-8.947,-35.69296094919111,-4.480135436557704,2.156928821598308,213.1461710597895,-1264.7578379656468,-136.2072399770203,-0.0417529734246059,-0.0211952080959213,0.0209235421613104,14.346472340819744,-92.82572572509638,-13.336425917567414
iP01_iV01_iQ02_iX03__P-300m_Q-500m_V+900m_xi-7895md.csv,Y11,-0.3,-0.5,0.9,-7.895,-33.31961577902616,-5.085149055304864,2.203970603437825,216.98523468341293,-1306.5722014278258,-134.80061899587082,-0.0389766776177555,-0.0240574853042339,0.0213798765084647,14.604872584057889,-95.89465136931008,-13.198699783632993
iP01_iV01_iQ02_iX04__P-300m_Q-500m_V+900m_xi-6842md.csv,Y11,-0.3,-0.5,0.9,-6.842,-31.252472430697587,-5.879021017011049,2.254956859293192,221.1411779194956,-1385.4256106246562,-133.50692223774027,-0.036558571106209,-0.0278132381532611,0.0218744746905439,14.88460139121311,-101.68202416438062,-13.072030371905608
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi-5789md.csv,Y11,-0.3,-0.5,0.9,-5.789,-29.43825789296545,-6.964796222778916,2.3102225938291654,225.63675563898357,-1515.0612732532952,-132.3221997686014,-0.0344363360949896,-0.0329499648789438,0.0224105864597688,15.187190364110478,-111.19651323106665,-12.95603093283876
iP01_iV01_iQ02_iX06__P-300m_Q-500m_V+900m_xi-4737md.csv,Y11,-0.3,-0.5,0.9,-4.737,-27.83539094049233,-8.537122934925065,2.370147580126511,230.49750248648897,-1723.6529184441126,-131.2428842458029,-0.0325613316266001,-0.0403885328264165,0.0229918958496537,15.514358191723236,-126.50590332450932,-12.850352178143446
iP01_iV01_iQ02_iX07__P-300m_Q-500m_V+900m_xi-3684md.csv,Y11,-0.3,-0.5,0.9,-3.684,-26.410947319772006,-11.013115013097917,2.435163538123168,235.7521051639244,-2073.486674777936,-130.26576707800052,-0.030895043510984,-0.0521022785566237,0.0236225908103216,15.868035734645742,-152.18162549912486,-12.75467994543452
iP01_iV01_iQ02_iX08__P-300m_Q-500m_V+900m_xi-2632md.csv,Y11,-0.3,-0.5,0.9,-2.632,-25.138523599263763,-15.477283587186902,2.505762773489468,241.43287321766883,-2728.363994247898,-129.3879776502482,-0.0294065854964514,-0.0732219485404835,0.0243074470109301,16.250397666542625,-200.245737057568,-12.66873316550944
iP01_iV01_iQ02_iX09__P-300m_Q-500m_V+900m_xi-1579md.csv,Y11,-0.3,-0.5,0.9,-1.579,-23.996703851315512,-25.90619554571918,2.582508631891697,247.57625418080391,-4291.087828628836,-128.60696467663723,-0.0280709056222141,-0.1225604032156438,0.025051929252488,16.66389719644785,-314.9404073698704,-12.592262035177995
iP01_iV01_iQ02_iX10__P-300m_Q-500m_V+900m_xi-526md.csv,Y11,-0.3,-0.5,0.9,-0.526,-22.96793963235295,-78.08903428116206,2.666048226056753,254.22344878819644,-12191.64383130159,-127.92047984863916,-0.0268674760396786,-0.369433771598276,0.0258623149282459,17.111307527323046,-894.794322942174,-12.525046414805326
iP01_iV01_iQ02_iX11__P-300m_Q-500m_V+900m_xi+526md.csv,Y11,-0.3,-0.5,0.9,0.526,-22.037718904061112,78.49856893236309,2.757128029979709,261.42125549858014,11583.472057527417,-127.32656448394688,-0.0257793208316342,0.3713712514530074,0.0267458452971401,17.595778490002296,850.1581183890386,-12.4668945266068
iP01_iV01_iQ02_iX12__P-300m_Q-500m_V+900m_xi+1579md.csv,Y11,-0.3,-0.5,0.9,1.579,-21.193940539723695,26.316029224703595,2.8566131194129496,269.22285802023254,3679.297250552381,-126.82353638661208,-0.0247922843211977,0.1244992977499159,0.0277109121284304,18.120889853918342,270.0385982189392,-12.417641660259497
iP01_iV01_iQ02_iX13__P-300m_Q-500m_V+900m_xi+2632md.csv,Y11,-0.3,-0.5,0.9,2.632,-20.42643745524016,15.887716228507609,2.96551108977527,277.6890383973507,2109.2156245248348,-126.40998047185676,-0.023894473239193,0.0751636767237769,0.0287672897201899,18.69073270066526,154.80391761900754,-12.377149262071946
iP01_iV01_iQ02_iX14__P-300m_Q-500m_V+900m_xi+3684md.csv,Y11,-0.3,-0.5,0.9,3.684,-19.726608754831844,11.424448370999436,3.0850020301451786,286.8894364841506,1442.9738597296223,-126.0847395722088,-0.0230758264149209,0.0540482679672045,0.0299264256655623,19.309994381441346,105.90572352836848,-12.345304030092423
iP01_iV01_iQ02_iX15__P-300m_Q-500m_V+900m_xi+4737md.csv,Y11,-0.3,-0.5,0.9,4.737,-19.08713290450253,8.949661508376206,3.216476417035898,296.9042115071143,1077.347613437971,-125.84690770811444,-0.0223277792517146,0.0423402240276548,0.0312018084457888,19.9840702788324,79.07092597249141,-12.322017257066298
iP01_iV01_iQ02_iX16__P-300m_Q-500m_V+900m_xi+5789md.csv,Y11,-0.3,-0.5,0.9,5.789,-18.50174186839398,7.378848199013501,3.3615834774496345,307.82606648379266,847.9107644935198,-125.69582477195247,-0.0216429995157763,0.034908815883136,0.0326094365817147,20.719200022578512,62.23162182671867,-12.307224310809422
iP01_iV01_iQ02_iX17__P-300m_Q-500m_V+900m_xi+6842md.csv,Y11,-0.3,-0.5,0.9,6.842,-17.965041628865723,6.294899240039529,3.5222935540499485,319.7626828523506,691.4837159579804,-125.63107228322647,-0.0210151773838465,0.0297807290035881,0.0341684236144916,21.522631483106583,50.75080421053198,-12.300884216155316
iP01_iV01_iQ02_iX18__P-300m_Q-500m_V+900m_xi+7895md.csv,Y11,-0.3,-0.5,0.9,7.895,-17.472368365566872,5.503172026203463,3.700979436881695,332.839886690129,578.6252336799818,-125.6524712519578,-0.0204388572041111,0.0260351228070587,0.0359017870735091,22.40283372943364,42.467660734316,-12.302979448446296
iP01_iV01_iQ02_iX19__P-300m_Q-500m_V+900m_xi+8947md.csv,Y11,-0.3,-0.5,0.9,8.947,-17.019672313654787,4.900628352721243,3.9005237450568906,347.20547372989466,493.7797537031195,-125.76008070690185,-0.0199093016356668,0.0231845307374248,0.0378374901450917,23.369754686796774,36.24050571454077,-12.313515786268926
iP01_iV01_iQ02_iX20__P-300m_Q-500m_V+900m_xi+10000md.csv,Y11,-0.3,-0.5,0.9,10.0,-16.603423300555054,4.427622076640731,4.124462635611651,363.0342838148688,427.96397948321817,-125.95419857054968,-0.0194223811471506,0.0209467710548946,0.0400098357371945,24.43516242473754,31.410018112998248,-12.332522401218483
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,Y11,-0.3,0.0,0.9,-10.0,-23.190600113205964,-83.76951306502892,2.794870217849263,265.7641359936147,1299.572173484638,-131.57967518205317,-0.0271279402010299,-0.3963077203022778,0.0271119678373189,17.888089704767975,95.38089058353204,-12.883328305950212
iP01_iV01_iQ03_iX02__P-300m_Q+0m_V+900m_xi-8947md.csv,Y11,-0.3,0.0,0.9,-8.947,-23.04883902233284,-104.42734181933272,2.777785543498592,264.1395585802393,1620.0506560957522,-130.77534594691878,-0.0269621106676299,-0.4940384664947134,0.0269462359408792,17.778742411093685,118.902109992653,-12.804574215999674
iP01_iV01_iQ03_iX03__P-300m_Q+0m_V+900m_xi-7895md.csv,Y11,-0.3,0.0,0.9,-7.895,-22.92379833136626,-133.8895322908844,2.762715967830194,262.7065882058935,2077.1173798174696,-130.0658854629887,-0.0268158403524729,-0.633422033542719,0.0268000517466246,17.68229185219658,152.44809765980446,-12.735108986202151
iP01_iV01_iQ03_iX04__P-300m_Q+0m_V+900m_xi-6842md.csv,Y11,-0.3,0.0,0.9,-6.842,-22.81512908364185,-177.97443041209272,2.749619435503364,261.46123905221896,2761.0357277358708,-129.44931390938183,-0.0266887210524302,-0.8419846100090015,0.0266730072917666,17.598469717438004,202.64364851469048,-12.674738767636583
iP01_iV01_iQ03_iX05__P-300m_Q+0m_V+900m_xi-5789md.csv,Y11,-0.3,0.0,0.9,-5.789,-22.72253030046443,-248.24020661512452,2.73845967335621,260.40005537064087,3851.115870978073,-128.92392353039304,-0.0265804006881247,-1.1744070936002038,0.0265647507042251,17.527043422964265,282.6490682329276,-12.623296348827484
iP01_iV01_iQ03_iX06__P-300m_Q+0m_V+900m_xi-4737md.csv,Y11,-0.3,0.0,0.9,-4.737,-22.645747193184956,-370.4107467278742,2.729205974930067,259.52012210540767,5746.428833579774,-128.48826873313052,-0.0264905812124509,-1.7523873929793654,0.02647498411238,17.467816749796114,421.7538002469981,-12.58064018808004
iP01_iV01_iQ03_iX07__P-300m_Q+0m_V+900m_xi-3684md.csv,Y11,-0.3,0.0,0.9,-3.684,-22.584569662908123,-611.760565752839,2.721833019657852,258.81902811090566,9490.649668263926,-128.14115742523273,-0.0264190168555609,-2.8941965437478863,0.026403461891087,17.420627416638055,696.5574072765938,-12.546653564152962
