Filename,Element,P,Q,V,xi,R_a,R_b,R_c,R_d,R_e,R_f,L_a,L_b,L_c,L_d,L_e,L_f
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,Y12,-0.3,-1.0,0.9,-10.0,4.959144237191042,-0.3616798353213106,0.8030899091496686,92.8349344280449,-74.56195843266308,192.6725927868908,0.0058011162996248,-0.0017110820604172,0.0077904682830305,6.248546771571864,-5.472405585950817,18.86510408780715
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,Y12,-0.3,-1.0,0.9,-8.947,4.948814027274063,-0.360414076872783,0.7938729958297246,91.66279515813152,-71.61070007485269,196.9406067387984,0.0057890322088499,-0.0017050938455305,0.007701058529442,6.16965226429528,-5.255800716460628,19.28299708921677
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,Y12,-0.3,-1.0,0.9,-7.895,4.941888291447371,-0.3593983246812456,0.7853521659585548,90.57538870969664,-68.91494099895672,201.57148687430995,0.0057809306096486,-0.0017002883927985,0.0076184012153602,6.096460950997905,-5.057947994504693,19.736419310666545
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,Y12,-0.3,-1.0,0.9,-6.842,4.938347937157796,-0.3586297891287082,0.7775006830139608,89.5691613385049,-66.44662822464724,206.59673377486436,0.0057767891679011,-0.0016966525047331,0.0075422369800016,6.028733666194599,-4.876788466033281,20.2284550771854
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,Y12,-0.3,-1.0,0.9,-5.789,4.938183220285,-0.358106367430969,0.7702942902464858,88.64090243280184,-64.18172915791084,212.05213934090548,0.0057765964851135,-0.001694176233209,0.0074723305179101,5.9662542859657055,-4.710558306230246,20.76260885702705
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,Y12,-0.3,-1.0,0.9,-4.737,4.941393687736931,-0.3578266313479645,0.763711043998133,87.78768746587872,-62.09953050303128,217.97849851115032,0.0057803520312671,-0.0016928528213222,0.0074084689620459,5.908825968512278,-4.557737277402049,21.3428749980706
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,Y12,-0.3,-1.0,0.9,-3.684,4.947988174787541,-0.3577898188673054,0.7577311657304564,87.00686607215474,-60.18209650961232,224.422459853466,0.0057880661417037,-0.0016926786640453,0.0073504604483665,5.856270332189553,-4.417008993246276,21.973820996898045
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,Y12,-0.3,-1.0,0.9,-2.632,4.957984857112439,-0.3579958297773351,0.7523369109799161,86.29605302573033,-58.41383097708231,231.43755966395972,0.0057997600779966,-0.0016936532872838,0.0072981328446126,5.808426825332643,-4.287228791034483,22.66068873498355
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,Y12,-0.3,-1.0,0.9,-1.579,4.971411358064461,-0.3584452250854863,0.7475124536960269,85.653097124546,-56.781110036848034,239.08549224296004,0.0058154661534391,-0.0016957793451247,0.0072513326283171,5.765150668431345,-4.167396749667634,23.40951887878919
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,Y12,-0.3,-1.0,0.9,-0.526,4.9883049122780765,-0.3591392302760802,0.7432437846255949,85.07608832579055,-55.27199638294894,247.43766586716396,0.0058352279244262,-0.001699062635249,0.0072099239010688,5.726313281033577,-4.056636756037878,24.2273031965657
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,Y12,-0.3,-1.0,0.9,0.526,5.008712587283238,-0.3600797424401604,0.7395186225899807,84.56332611715307,-53.87598708060754,256.5771423697583,0.0058591004496942,-0.0017035121326619,0.007173787527847,5.691800199964924,-3.954177959205543,25.122174497508528
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,Y12,-0.3,-1.0,0.9,1.579,5.032691565410339,-0.3612693413489472,0.7363263376661878,84.11329991685537,-52.58380871538607,266.6010603143648,0.0058871506200882,-0.0017091400420811,0.0071428203918317,5.661509781720676,-3.859339724248504,26.103643913969997
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,Y12,-0.3,-1.0,0.9,2.632,5.06030948893125,-0.3627113045822341,0.7336578854270677,83.72471667876142,-51.38726336444526,277.6236759018521,0.0059194575623016,-0.0017159618695077,0.0071169347564915,5.635354969078767,-3.7715203900031935,27.182898558781822
iP01_iV01_iQ01_iX14__P-300m_Q-1000m_V+900m_xi+3684md.csv,Y12,-0.3,-1.0,0.9,3.684,5.091644872051413,-0.364409626865206,0.731505751529174,83.39646036346454,-50.27907436745234,289.78025773111773,0.0059561131208171,-0.0017239965137079,0.0070960577280524,5.613260641535183,-3.690185892919733,28.3731829531136
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,Y12,-0.3,-1.0,0.9,4.737,5.126787584128907,-0.3663690438108699,0.7298639060544269,83.12758757656593,-49.25276879104193,303.2320806933964,0.0059972224231675,-0.0017332663785364,0.0070801308125839,5.5951633162591,-3.6148611482466113,29.690287986147798
iP01_iV01_iQ01_iX16__P-300m_Q-1000m_V+900m_xi+5789md.csv,Y12,-0.3,-1.0,0.9,5.789,5.165839409326003,-0.368595060312693,0.7287277671221172,82.91734129100605,-48.30258351160032,318.17290944696094,0.0060429045346056,-0.0017437975072599,0.0070691095630121,5.581012024476468,-3.5451231869176656,31.15318565940477
iP01_iV01_iQ01_iX17__P-300m_Q-1000m_V+900m_xi+6842md.csv,Y12,-0.3,-1.0,0.9,6.842,5.208914688813527,-0.3710939838833236,0.7280941733896864,82.76512126088039,-47.42337113500618,334.83755270370244,0.0060932932093435,-0.0017556197402806,0.0070629633123612,5.5707663788834765,-3.480594211515921,32.78486676832357
iP01_iV01_iQ01_iX18__P-300m_Q-1000m_V+900m_xi+7895md.csv,Y12,-0.3,-1.0,0.9,7.895,5.256141052639051,-0.3738729632907566,0.727961365154876,82.6704994496596,-46.61053354530221,353.51323910628844,0.0061485377466783,-0.001768766897921,0.0070616749904321,5.564397567370702,-3.4209367489345155,34.61345466332851
iP01_iV01_iQ01_iX19__P-300m_Q-1000m_V+900m_xi+8947md.csv,Y12,-0.3,-1.0,0.9,8.947,5.307660249533344,-0.3769400329052764,0.7283289738634933,82.63321748055495,-45.85995920418089,374.5550153162166,0.0062088039616848,-0.0017832769902262,0.0070652410220214,5.561888181066744,-3.36584904693462,36.673712896529445
iP01_iV01_iQ01_iX20__P-300m_Q-1000m_V+900m_xi+10000md.csv,Y12,-0.3,-1.0,0.9,10.0,5.363629084213833,-0.3803041632388763,0.7291980199144557,82.65316222421663,-45.16796280920897,398.4069318532249,0.0062742752816559,-0.0017991924560625,0.007073671305629,5.563230625826877,-3.315060614624928,39.00911972385308
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,Y12,-0.3,-0.5,0.9,-10.0,9.557895911355995,-0.7060707548965895,1.6919026824559344,197.85650886940195,-221.05053904782045,306.2679539417485,0.0111806519652451,-0.0033403714669786,0.0164125013096022,13.317353629940529,-16.223798682212717,29.987538689734787
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-8947md.csv,Y12,-0.3,-0.5,0.9,-8.947,9.573983760916365,-0.7053656910466285,1.6625545721984003,193.9207406219484,-199.12716463986536,318.3906188426563,0.0111994712376532,-0.0033370358591086,0.0161278065082813,13.05244438986722,-14.614753010869626,31.174502190582952
iP01_iV01_iQ02_iX03__P-300m_Q-500m_V+900m_xi-7895md.csv,Y12,-0.3,-0.5,0.9,-7.895,9.59688847691143,-0.7051466349068369,1.6351604787755896,190.24637198641963,-181.17954268999324,331.8315484453312,0.0112262647558374,-0.0033359995197985,0.0158620668774861,12.80512946987094,-13.297503995235772,32.490540618126175
iP01_iV01_iQ02_iX04__P-300m_Q-500m_V+900m_xi-6842md.csv,Y12,-0.3,-0.5,0.9,-6.842,9.62667655546928,-0.7054129772443802,1.60961338043361,186.81736428596304,-166.23467910160045,346.78513094183614,0.0112611103057532,-0.0033372595668102,0.0156142442400837,12.574329335220884,-12.200639640021228,33.95468705406035
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi-5789md.csv,Y12,-0.3,-0.5,0.9,-5.789,9.663434855030244,-0.7061654588414954,1.5858159326041252,183.61917607849452,-153.6130883537183,363.4870421237009,0.0113041094928166,-0.0033408195047329,0.0153833942936202,12.359065243497344,-11.274289717604354,35.59001717068506
iP01_iV01_iQ02_iX06__P-300m_Q-500m_V+900m_xi-4737md.csv,Y12,-0.3,-0.5,0.9,-4.737,9.707271148976709,-0.7074061749205572,1.5636795862900594,180.6386351761332,-142.82593783443758,382.2256950584024,0.0113553883883609,-0.0033466892459173,0.0151686580581164,12.158450574739014,-10.482576844930184,37.424770275635154
iP01_iV01_iQ02_iX07__P-300m_Q-500m_V+900m_xi-3684md.csv,Y12,-0.3,-0.5,0.9,-3.684,9.758314816547704,-0.7091385876795806,1.5431238098515836,177.8637713837219,-133.51258279397155,403.3577405905172,0.0114150983378554,-0.0033548851697806,0.014969254326912,11.971679658261442,-9.799031811157557,39.493867044074754
iP01_iV01_iQ02_iX08__P-300m_Q-500m_V+900m_xi-2632md.csv,Y12,-0.3,-0.5,0.9,-2.632,9.816717679890022,-0.7113675470679119,1.524075401313866,175.28373359315682,-125.4011805507572,427.3293706026788,0.0114834169400729,-0.0033654302210948,0.0147844729956257,11.798022111764332,-9.20370299077322,41.84099534494891
