Filename,iP,iV,iQ,iX,P,Q,V,xi,Element,Is_Passive,Min_Real_Part,Branch_Type,Branch_ID,R,L,C,RMS_Rel_Error,Max_Rel_Error,Order
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RC_Parallel,Parallel,-2.8173354358108193e+19,,2.8832041269792957e-24,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,a,636.8168509197392,0.7449367142892285,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,b,61.89113594175378,0.2928026449536994,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,c,-9.637113586213454,-0.09348595577909583,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,d,-981.3455928485486,-66.05254842240983,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,e,203.3914802773254,14.927728376126895,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198462,RL_Series,f,819.4207833382608,80.23174509519204,,9.55031247427583e-14,8.330215181428499e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RC_Parallel,Parallel,-3.435852748414706e+19,,2.5188758692584428e-24,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,a,427.25448502336366,0.4997944884455442,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,b,-75.48516923285466,-0.35711506777102886,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,c,-23.652841374117003,-0.2294471745061361,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,d,-2345.115101654299,-157.84534144607767,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,e,424.65276469751933,31.16699435174001,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-5000md.csv,01,01,01,02,-0.3,-1.0,0.9,-5.0,Y21,False,-0.05123787055387703,RL_Series,f,1537.9402002429576,150.5839595722493,,9.360906666306017e-14,7.83494522476239e-13,6.0
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi+0md.csv,01,01,01,03,-0.3,-1.0,0.9,0.0,Y21,,,Processing_Exception,Error,,,,,,
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RC_Parallel,Parallel,7.702011510560344e+18,,-5.4435669273920195e-24,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,a,-73.33285347697459,-0.08578343182934199,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,b,6.598070891083387,0.031215012927314878,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,c,44.615963747624654,0.4328024129492444,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,d,3247.4215385521507,218.5779438739277,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,e,-262.37791780196346,-19.25698278566482,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi+10000md.csv,01,01,01,05,-0.3,-1.0,0.9,10.0,Y21,False,-0.00037748305004175586,RL_Series,f,-685.034203520806,-67.07358497989294,,9.463323127666898e-14,7.789365244684134e-13,6.0
iP01_iV01_iQ02_iX03__P-300m_Q-500m_V+900m_xi+0md.csv,01,01,02,03,-0.3,-0.5,0.9,0.0,Y21,,,Processing_Exception,Error,,,,,,
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RC_Parallel,Parallel,1.8221539905766812e+19,,-4.225292844700573e-24,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,a,-185.86840674076134,-0.21742546543454033,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,b,18.01873679183002,0.08524538629177408,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,c,45.90410437878519,0.44529817290766116,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,d,4043.8425440649685,272.1835465065946,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,e,-481.5987256669396,-35.34648988439584,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi+5000md.csv,01,01,01,04,-0.3,-1.0,0.9,5.0,Y21,False,-0.00016427576732886123,RL_Series,f,-1407.399737688138,-137.8023833736725,,9.200437331926887e-14,8.829506984702263e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RC_Parallel,Parallel,-1.4825419810222709e+19,,4.863340467110855e-24,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,a,218.01473783746016,0.25502965607271993,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,b,-38.80208535606667,-0.18356995794567765,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,c,-11.986454219560736,-0.11627601139014145,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,d,-1188.719954946629,-80.01053298013751,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,e,215.50357301508777,15.816684080749825,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX01__P-300m_Q-500m_V+900m_xi-10000md.csv,01,01,02,01,-0.3,-0.5,0.9,-10.0,Y21,False,-0.1007754420162521,RL_Series,f,781.1121152766219,76.4808378892409,,1.0035720337275974e-13,8.439434842964699e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RC_Parallel,Parallel,-2.812221322748484e+19,,2.9387642535019776e-24,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,a,322.53572760123586,0.3772963997629334,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,b,-41.99885473524524,-0.19869365078595794,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,c,-26.914422821609957,-0.2610865296142178,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,d,-2620.297073608565,-176.36733058870692,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,e,437.5882657559877,32.11638335408264,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ02_iX02__P-300m_Q-500m_V+900m_xi-5000md.csv,01,01,02,02,-0.3,-0.5,0.9,-5.0,Y21,False,-0.05596048114111848,RL_Series,f,1503.0862823817488,147.17131648397586,,9.488828640110489e-14,7.891170385368116e-13,6.0
iP01_iV01_iQ03_iX03__P-300m_Q+0m_V+900m_xi+0md.csv,01,01,03,03,-0.3,0.0,0.9,0.0,Y21,,,Processing_Exception,Error,,,,,,
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RC_Parallel,Parallel,8.406750477482686e+18,,-6.4355500871573004e-24,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,a,-94.16269270802448,-0.11014979709362158,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,b,9.121571054161882,0.04315351609179206,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,c,23.39098996117034,0.2269070540243279,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,d,2058.8636211254056,138.57829626327907,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,e,-244.6405932249862,-17.955168423886764,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ02_iX05__P-300m_Q-500m_V+900m_xi+10000md.csv,01,01,02,05,-0.3,-0.5,0.9,10.0,Y21,False,-0.0003239623350282836,RL_Series,f,-714.3217355520366,-69.94120788109173,,9.516796104691439e-14,8.046154224460852e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RC_Parallel,Parallel,-1.1150696530076017e+19,,5.731262056076401e-24,9.064569967974673e-14,8.853813956868488e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RL_Series,a,131.5204288082969,0.15385019406592276,,9.064569967974673e-14,8.853813956868488e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RL_Series,b,-14.770825314135465,-0.06987974375224879,,9.064569967974673e-14,8.853813956868488e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RL_Series,c,-15.850496654726857,-0.1537596102905944,,9.064569967974673e-14,8.853813956868488e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RL_Series,d,-1507.2205916397093,-101.4482215784372,,9.064569967974673e-14,8.853813956868488e-13,6.0
iP01_iV01_iQ03_iX01__P-300m_Q+0m_V+900m_xi-10000md.csv,01,01,03,01,-0.3,0.0,0.9,-10.0,Y21,False,-0.11952622376639137,RL_Series,e,229.14958520751887,16.818220393505566,,9.064569967974673e-14,8.853813956868488e-13,6.0
