Element,Branch_ID,P,Q,V,xi,R,L,Filename
Y21,a,-0.3,-1.0,0.9,-8.947,502.2016862966536,0.5874663548251624,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,b,-0.3,-1.0,0.9,-8.947,155.1042113546631,0.7337871996883416,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,c,-0.3,-1.0,0.9,-8.947,-11.197108444695186,-0.1086188697009193,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,d,-0.3,-1.0,0.9,-8.947,-1134.7337862266518,-76.37682063947861,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,e,-0.3,-1.0,0.9,-8.947,229.152942612712,16.818467066798622,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,f,-0.3,-1.0,0.9,-8.947,902.612265498985,88.37725229126124,iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv
Y21,a,-0.3,-1.0,0.9,-10.0,636.8168509172425,0.7449367142877421,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,b,-0.3,-1.0,0.9,-10.0,61.89113594134011,0.2928026449525339,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,c,-0.3,-1.0,0.9,-10.0,-9.637113586204922,-0.0934859557789567,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,d,-0.3,-1.0,0.9,-10.0,-981.3463077399856,-66.05259475733605,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,e,-0.3,-1.0,0.9,-10.0,203.39151010661325,14.927730690770655,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,f,-0.3,-1.0,0.9,-10.0,819.420797625633,80.2317466009449,iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv
Y21,a,-0.3,-1.0,0.9,-6.842,413.3109120632948,0.4834835516180597,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,b,-0.3,-1.0,0.9,-6.842,-135.92315864655254,-0.6430429779108996,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,c,-0.3,-1.0,0.9,-6.842,-15.92772672211668,-0.1545087896581971,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,d,-0.3,-1.0,0.9,-6.842,-1596.7840471366767,-107.4765643094822,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,e,-0.3,-1.0,0.9,-6.842,305.0064937916273,22.38566789799557,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,f,-0.3,-1.0,0.9,-6.842,1148.6726893018867,112.46970592313704,iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv
Y21,a,-0.3,-1.0,0.9,-7.895,439.67293407022623,0.5143213631922072,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,b,-0.3,-1.0,0.9,-7.895,-717.1454290897867,-3.392764977717782,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,c,-0.3,-1.0,0.9,-7.895,-13.220171353275791,-0.1282438298010405,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,d,-0.3,-1.0,0.9,-7.895,-1332.8205884002816,-89.70967486048993,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,e,-0.3,-1.0,0.9,-7.895,261.94128421965115,19.22493690013503,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,f,-0.3,-1.0,0.9,-7.895,1008.8358503403458,98.77789597452676,iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv
Y21,a,-0.3,-1.0,0.9,-5.789,412.1602912536636,0.4821375764227014,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,b,-0.3,-1.0,0.9,-5.789,-87.4682906018699,-0.4138063787030022,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,c,-0.3,-1.0,0.9,-5.789,-19.70405647214257,-0.1911415213220638,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,d,-0.3,-1.0,0.9,-5.789,-1963.31706007772,-132.1472195388956,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,e,-0.3,-1.0,0.9,-5.789,363.9628505390996,26.712714869064044,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,f,-0.3,-1.0,0.9,-5.789,1340.403954198653,131.24264201445692,iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv
Y21,a,-0.3,-1.0,0.9,-4.737,435.7921088579515,0.5097816447814777,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,b,-0.3,-1.0,0.9,-4.737,-73.44427534503323,-0.347459741214453,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,c,-0.3,-1.0,0.9,-4.737,-25.277837645578163,-0.2452106422928151,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,d,-0.3,-1.0,0.9,-4.737,-2501.8992028297907,-168.3981818144983,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,e,-0.3,-1.0,0.9,-4.737,449.416036426143,32.98447196014092,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,f,-0.3,-1.0,0.9,-4.737,1618.5659446056238,158.4782484242161,iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv
Y21,a,-0.3,-1.0,0.9,-3.684,493.8372873408049,0.5776818337871041,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,b,-0.3,-1.0,0.9,-3.684,-71.92535701832784,-0.3402738446113166,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,c,-0.3,-1.0,0.9,-3.684,-34.2151375699359,-0.3319079731936175,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,d,-0.3,-1.0,0.9,-3.684,-3361.6882356953693,-226.2689823899672,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,e,-0.3,-1.0,0.9,-3.684,584.0938308761521,42.86902341162473,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,f,-0.3,-1.0,0.9,-3.684,2057.1711395543225,201.4232907817048,iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv
Y21,a,-0.3,-1.0,0.9,-2.632,618.2518958888126,0.7232197691724914,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,b,-0.3,-1.0,0.9,-2.632,-81.33428033919978,-0.3847868042234845,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,c,-0.3,-1.0,0.9,-2.632,-50.59609170811792,-0.4908133488002148,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,d,-0.3,-1.0,0.9,-2.632,-4930.972326877155,-331.8945754507476,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,e,-0.3,-1.0,0.9,-2.632,827.0904438776605,60.70353380835601,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,f,-0.3,-1.0,0.9,-2.632,2848.6598365858104,278.9201285210067,iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv
Y21,a,-0.3,-1.0,0.9,-1.579,932.194159374693,1.090463691660361,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,b,-0.3,-1.0,0.9,-1.579,-113.72883203695628,-0.5380431675925922,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,c,-0.3,-1.0,0.9,-1.579,-89.39947645629698,-0.867230154329464,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,d,-0.3,-1.0,0.9,-1.579,-8634.48284455196,-581.1709799127916,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,e,-0.3,-1.0,0.9,-1.579,1395.0882333230588,102.39120322213944,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,f,-0.3,-1.0,0.9,-1.579,4698.658482213969,460.0585899506125,iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv
Y21,a,-0.3,-1.0,0.9,-0.526,2554.1713676493077,2.987822988044254,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,b,-0.3,-1.0,0.9,-0.526,-293.9664279793243,-1.3907346557861076,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,c,-0.3,-1.0,0.9,-0.526,-285.5073597188425,-2.769597781170631,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,d,-0.3,-1.0,0.9,-0.526,-27298.67311138737,-1837.422928221084,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,e,-0.3,-1.0,0.9,-0.526,4238.240106146364,311.061689570918,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,f,-0.3,-1.0,0.9,-0.526,13957.838319618604,1366.6503827851002,iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv
Y21,a,-0.3,-1.0,0.9,0.526,-2351.385716600915,-2.7506080393832777,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,b,-0.3,-1.0,0.9,0.526,258.32639610661033,1.2221241522010995,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,c,-0.3,-1.0,0.9,0.526,305.35385599037,2.9621210565490204,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,d,-0.3,-1.0,0.9,0.526,28866.67754668468,1942.962393893917,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,e,-0.3,-1.0,0.9,0.526,-4294.53760847446,-315.19359229014543,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,f,-0.3,-1.0,0.9,0.526,-13828.530227308687,-1353.9894713398835,iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv
Y21,a,-0.3,-1.0,0.9,1.579,-726.4526999687475,-0.8497910924006721,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,b,-0.3,-1.0,0.9,1.579,76.82970504663437,0.3634759728743535,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,c,-0.3,-1.0,0.9,1.579,109.44055982842538,1.061641044803023,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,d,-0.3,-1.0,0.9,1.579,10213.406528028498,687.4453932554902,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,e,-0.3,-1.0,0.9,1.579,-1451.4434363414362,-106.527341018857,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,f,-0.3,-1.0,0.9,1.579,-4569.240638607665,-447.3869325699834,iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv
Y21,a,-0.3,-1.0,0.9,2.632,-406.336849038582,-0.4753254201436753,iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv
Y21,b,-0.3,-1.0,0.9,2.632,41.63182075466013,0.1969572386376573,iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv
