Element,P,Q,V,xi,R,L,Filename
Y11,-0.3,0.5,0.95,-1.579,4728.5093024905655,348.2982047382464,iP01_iV02_iQ04_iX09__P-300m_Q+500m_V+950m_xi-1579md.csv
Y11,-0.3,0.5,0.95,1.579,-5589.541244832716,-411.7211268161616,iP01_iV02_iQ04_iX12__P-300m_Q+500m_V+950m_xi+1579md.csv
Y11,-0.3,0.5,0.95,-2.632,2700.823419685582,198.9404865407569,iP01_iV02_iQ04_iX08__P-300m_Q+500m_V+950m_xi-2632md.csv
Y11,-0.3,0.5,0.95,0.526,-15801.847258937296,-1163.9514720592474,iP01_iV02_iQ04_iX11__P-300m_Q+500m_V+950m_xi+526md.csv
Y11,-0.3,0.5,0.95,2.632,-3573.9202228370946,-263.2521009177323,iP01_iV02_iQ04_iX13__P-300m_Q+500m_V+950m_xi+2632md.csv
Y11,-0.3,0.5,0.95,5.789,-2028.783923220871,-149.4385980201544,iP01_iV02_iQ04_iX16__P-300m_Q+500m_V+950m_xi+5789md.csv
Y11,-0.3,0.5,0.95,3.684,-2733.395105000616,-201.33969320594687,iP01_iV02_iQ04_iX14__P-300m_Q+500m_V+950m_xi+3684md.csv
Y11,-0.3,0.5,0.95,6.842,-1873.5195253086647,-138.00194600684458,iP01_iV02_iQ04_iX17__P-300m_Q+500m_V+950m_xi+6842md.csv
Y11,-0.3,0.5,0.95,7.895,-1787.6237133433694,-131.67492995715605,iP01_iV02_iQ04_iX18__P-300m_Q+500m_V+950m_xi+7895md.csv
Y11,-0.3,0.5,0.95,4.737,-2288.7950662161265,-168.5908111424709,iP01_iV02_iQ04_iX15__P-300m_Q+500m_V+950m_xi+4737md.csv
Y11,-0.3,0.5,0.95,10.0,-1769.994285181229,-130.3763608251774,iP01_iV02_iQ04_iX20__P-300m_Q+500m_V+950m_xi+10000md.csv
Y11,-0.3,1.0,0.95,-10.0,325.6584822826079,23.987742705647328,iP01_iV02_iQ05_iX01__P-300m_Q+1000m_V+950m_xi-10000md.csv
Y11,-0.3,1.0,0.95,-8.947,370.8566552573215,27.317003947292108,iP01_iV02_iQ05_iX02__P-300m_Q+1000m_V+950m_xi-8947md.csv
Y11,-0.3,1.0,0.95,-6.842,504.7982835128145,37.1830368284224,iP01_iV02_iQ05_iX04__P-300m_Q+1000m_V+950m_xi-6842md.csv
Y11,-0.3,0.5,0.95,8.947,-1754.962281314029,-129.26911503417375,iP01_iV02_iQ04_iX19__P-300m_Q+500m_V+950m_xi+8947md.csv
Y11,-0.3,1.0,0.95,-5.789,609.4861040360526,44.89425781032147,iP01_iV02_iQ05_iX05__P-300m_Q+1000m_V+950m_xi-5789md.csv
Y11,-0.3,1.0,0.95,-7.895,428.62187275984553,31.57194354934968,iP01_iV02_iQ05_iX03__P-300m_Q+1000m_V+950m_xi-7895md.csv
Y11,-0.3,1.0,0.95,-4.737,761.7713861960526,56.11146959067513,iP01_iV02_iQ05_iX06__P-300m_Q+1000m_V+950m_xi-4737md.csv
Y11,-0.3,1.0,0.95,-1.579,2458.950656641497,181.12433281178085,iP01_iV02_iQ05_iX09__P-300m_Q+1000m_V+950m_xi-1579md.csv
Y11,-0.3,1.0,0.95,-0.526,7575.84929900684,558.0309914120389,iP01_iV02_iQ05_iX10__P-300m_Q+1000m_V+950m_xi-526md.csv
Y11,-0.3,1.0,0.95,-2.632,1438.2519267542275,105.94048438514542,iP01_iV02_iQ05_iX08__P-300m_Q+1000m_V+950m_xi-2632md.csv
Y11,-0.3,1.0,0.95,-3.684,1002.5646520125584,73.84810863631232,iP01_iV02_iQ05_iX07__P-300m_Q+1000m_V+950m_xi-3684md.csv
Y11,-0.3,1.0,0.95,3.684,-1219.1040636430232,-89.7982281541457,iP01_iV02_iQ05_iX14__P-300m_Q+1000m_V+950m_xi+3684md.csv
Y11,-0.3,1.0,0.95,4.737,-980.2722014231646,-72.20606454204277,iP01_iV02_iQ05_iX15__P-300m_Q+1000m_V+950m_xi+4737md.csv
Y11,-0.3,1.0,0.95,2.632,-1653.340949951178,-121.7837693386642,iP01_iV02_iQ05_iX13__P-300m_Q+1000m_V+950m_xi+2632md.csv
Y11,-0.3,1.0,0.95,1.579,-2673.082902122673,-196.8971443933989,iP01_iV02_iQ05_iX12__P-300m_Q+1000m_V+950m_xi+1579md.csv
Y11,-0.3,1.0,0.95,0.526,-7789.501852263028,-573.768451544753,iP01_iV02_iQ05_iX11__P-300m_Q+1000m_V+950m_xi+526md.csv
Y11,-0.3,1.0,0.95,5.789,-830.4841016224743,-61.17279333563685,iP01_iV02_iQ05_iX16__P-300m_Q+1000m_V+950m_xi+5789md.csv
Y11,-0.3,1.0,0.95,7.895,-656.3594725874889,-48.34691262234063,iP01_iV02_iQ05_iX18__P-300m_Q+1000m_V+950m_xi+7895md.csv
Y11,-0.3,1.0,0.95,6.842,-728.8615208474564,-53.68735539528859,iP01_iV02_iQ05_iX17__P-300m_Q+1000m_V+950m_xi+6842md.csv
Y11,-0.3,1.0,0.95,8.947,-602.9289124936834,-44.41126037565523,iP01_iV02_iQ05_iX19__P-300m_Q+1000m_V+950m_xi+8947md.csv
Y11,-0.3,-1.0,1.0,-10.0,-736.1630312358786,-54.39956872973607,iP01_iV03_iQ01_iX01__P-300m_Q-1000m_V+1000m_xi-10000md.csv
Y11,-0.3,-1.0,1.0,-6.842,-942.5624933294438,-69.65168173572775,iP01_iV03_iQ01_iX04__P-300m_Q-1000m_V+1000m_xi-6842md.csv
Y11,-0.3,1.0,0.95,10.0,-562.7888551610336,-41.45457590508765,iP01_iV02_iQ05_iX20__P-300m_Q+1000m_V+950m_xi+10000md.csv
Y11,-0.3,-1.0,1.0,-7.895,-851.7806762710319,-62.94326052578182,iP01_iV03_iQ01_iX03__P-300m_Q-1000m_V+1000m_xi-7895md.csv
Y11,-0.3,-1.0,1.0,-8.947,-785.4175281859883,-58.03928343855946,iP01_iV03_iQ01_iX02__P-300m_Q-1000m_V+1000m_xi-8947md.csv
Y11,-0.3,-1.0,1.0,-5.789,-1070.5031161266434,-79.10599342503653,iP01_iV03_iQ01_iX05__P-300m_Q-1000m_V+1000m_xi-5789md.csv
Y11,-0.3,-1.0,1.0,-3.684,-1562.312579870326,-115.4487894278566,iP01_iV03_iQ01_iX07__P-300m_Q-1000m_V+1000m_xi-3684md.csv
Y11,-0.3,-1.0,1.0,-4.737,-1259.778868467546,-93.09273129688133,iP01_iV03_iQ01_iX06__P-300m_Q-1000m_V+1000m_xi-4737md.csv
Y11,-0.3,-1.0,1.0,-2.632,-2113.236872573176,-156.15994025037915,iP01_iV03_iQ01_iX08__P-300m_Q-1000m_V+1000m_xi-2632md.csv
Y11,-0.3,-1.0,1.0,-0.526,-9908.748015553612,-732.2177537529523,iP01_iV03_iQ01_iX10__P-300m_Q-1000m_V+1000m_xi-526md.csv
Y11,-0.3,-1.0,1.0,1.579,3114.6767737453806,230.1624296831865,iP01_iV03_iQ01_iX12__P-300m_Q-1000m_V+1000m_xi+1579md.csv
Y11,-0.3,-1.0,1.0,-1.579,-3408.220657453553,-251.8541765782226,iP01_iV03_iQ01_iX09__P-300m_Q-1000m_V+1000m_xi-1579md.csv
Y11,-0.3,-1.0,1.0,3.684,1265.0877000497348,93.48503314777676,iP01_iV03_iQ01_iX14__P-300m_Q-1000m_V+1000m_xi+3684md.csv
Y11,-0.3,-1.0,1.0,0.526,9615.924706373617,710.5792250384006,iP01_iV03_iQ01_iX11__P-300m_Q-1000m_V+1000m_xi+526md.csv
Y11,-0.3,-1.0,1.0,4.737,959.5478947695996,70.90683641214835,iP01_iV03_iQ01_iX15__P-300m_Q-1000m_V+1000m_xi+4737md.csv
Y11,-0.3,-1.0,1.0,5.789,766.4358532954694,56.6366119450433,iP01_iV03_iQ01_iX16__P-300m_Q-1000m_V+1000m_xi+5789md.csv
Y11,-0.3,-1.0,1.0,6.842,633.7721114285071,46.833280124381005,iP01_iV03_iQ01_iX17__P-300m_Q-1000m_V+1000m_xi+6842md.csv
Y11,-0.3,-1.0,1.0,8.947,464.2129626570304,34.30352225670626,iP01_iV03_iQ01_iX19__P-300m_Q-1000m_V+1000m_xi+8947md.csv
Y11,-0.3,-1.0,1.0,10.0,407.0630903755262,30.080370244403007,iP01_iV03_iQ01_iX20__P-300m_Q-1000m_V+1000m_xi+10000md.csv
Y11,-0.3,-1.0,1.0,2.632,1818.230616369421,134.36013054936237,iP01_iV03_iQ01_iX13__P-300m_Q-1000m_V+1000m_xi+2632md.csv
Y11,-0.3,-1.0,1.0,7.895,537.3081658337619,39.70497186510538,iP01_iV03_iQ01_iX18__P-300m_Q-1000m_V+1000m_xi+7895md.csv
Y11,-0.3,-0.5,1.0,-10.0,-2471.3284988787304,-182.62151027173508,iP01_iV03_iQ02_iX01__P-300m_Q-500m_V+1000m_xi-10000md.csv
Y11,-0.3,-0.5,1.0,-6.842,-2492.275903812409,-184.16944105886768,iP01_iV03_iQ02_iX04__P-300m_Q-500m_V+1000m_xi-6842md.csv
Y11,-0.3,-0.5,1.0,-8.947,-2401.7667588448903,-177.48117100515978,iP01_iV03_iQ02_iX02__P-300m_Q-500m_V+1000m_xi-8947md.csv
Y11,-0.3,-0.5,1.0,-7.895,-2408.326969487524,-177.9659442575028,iP01_iV03_iQ02_iX03__P-300m_Q-500m_V+1000m_xi-7895md.csv
Y11,-0.3,-0.5,1.0,-5.789,-2670.797576278641,-197.36149530403023,iP01_iV03_iQ02_iX05__P-300m_Q-500m_V+1000m_xi-5789md.csv
Y11,-0.3,-0.5,1.0,-4.737,-2986.829433322469,-220.71501515768728,iP01_iV03_iQ02_iX06__P-300m_Q-500m_V+1000m_xi-4737md.csv
Y11,-0.3,-0.5,1.0,1.579,5972.166942634475,441.3197702870326,iP01_iV03_iQ02_iX12__P-300m_Q-500m_V+1000m_xi+1579md.csv
Y11,-0.3,-0.5,1.0,-3.684,-3540.539613344247,-261.6320306918569,iP01_iV03_iQ02_iX07__P-300m_Q-500m_V+1000m_xi-3684md.csv
Y11,-0.3,-0.5,1.0,-2.632,-4599.614738149162,-339.8935388182371,iP01_iV03_iQ02_iX08__P-300m_Q-500m_V+1000m_xi-2632md.csv
Y11,-0.3,-0.5,1.0,0.526,18951.80827980964,1400.46443166246,iP01_iV03_iQ02_iX11__P-300m_Q-500m_V+1000m_xi+526md.csv
Y11,-0.3,-0.5,1.0,-1.579,-7153.534827580156,-528.618246447024,iP01_iV03_iQ02_iX09__P-300m_Q-500m_V+1000m_xi-1579md.csv
Y11,-0.3,-0.5,1.0,2.632,3399.1988857036945,251.18750297499204,iP01_iV03_iQ02_iX13__P-300m_Q-500m_V+1000m_xi+2632md.csv
Y11,-0.3,-0.5,1.0,3.684,2310.402031599194,170.7296731699777,iP01_iV03_iQ02_iX14__P-300m_Q-500m_V+1000m_xi+3684md.csv
Y11,-0.3,-0.5,1.0,-0.526,-20123.89545499716,-1487.0772287353504,iP01_iV03_iQ02_iX10__P-300m_Q-500m_V+1000m_xi-526md.csv
Y11,-0.3,-0.5,1.0,5.789,1342.245058377869,99.1866600207886,iP01_iV03_iQ02_iX16__P-300m_Q-500m_V+1000m_xi+5789md.csv
Y11,-0.3,-0.5,1.0,4.737,1714.7641235720885,126.7143615779359,iP01_iV03_iQ02_iX15__P-300m_Q-500m_V+1000m_xi+4737md.csv
Y11,-0.3,-0.5,1.0,6.842,1089.139247844486,80.48313045684,iP01_iV03_iQ02_iX17__P-300m_Q-500m_V+1000m_xi+6842md.csv
Y11,-0.3,-0.5,1.0,7.895,907.1576622320016,67.03540307137276,iP01_iV03_iQ02_iX18__P-300m_Q-500m_V+1000m_xi+7895md.csv
Y11,-0.3,-0.5,1.0,8.947,770.8105163018143,56.95988236847965,iP01_iV03_iQ02_iX19__P-300m_Q-500m_V+1000m_xi+8947md.csv
Y11,-0.3,-0.5,1.0,10.0,665.3946228684429,49.170060030341936,iP01_iV03_iQ02_iX20__P-300m_Q-500m_V+1000m_xi+10000md.csv
Y11,-0.3,0.0,1.0,-10.0,1821.1173169360293,134.5734467436367,iP01_iV03_iQ03_iX01__P-300m_Q+0m_V+1000m_xi-10000md.csv
Y11,-0.3,0.0,1.0,-8.947,2270.2104720616285,167.75967347580658,iP01_iV03_iQ03_iX02__P-300m_Q+0m_V+1000m_xi-8947md.csv
Y11,-0.3,0.0,1.0,-5.789,5396.646674923483,398.79107695879134,iP01_iV03_iQ03_iX05__P-300m_Q+0m_V+1000m_xi-5789md.csv
Y11,-0.3,0.0,1.0,-4.737,8052.585684815402,595.0545708937462,iP01_iV03_iQ03_iX06__P-300m_Q+0m_V+1000m_xi-4737md.csv
Y11,-0.3,0.0,1.0,-2.632,26049.290624281777,1924.9405825256524,iP01_iV03_iQ03_iX08__P-300m_Q+0m_V+1000m_xi-2632md.csv
Y11,-0.3,0.0,1.0,-7.895,2910.707268761721,215.0898815389403,iP01_iV03_iQ03_iX03__P-300m_Q+0m_V+1000m_xi-7895md.csv
Y11,-0.3,0.0,1.0,-6.842,3869.096526841138,285.9111009205972,iP01_iV03_iQ03_iX04__P-300m_Q+0m_V+1000m_xi-6842md.csv
Y11,-0.3,0.0,1.0,-1.579,72326.39030934537,5344.636082451502,iP01_iV03_iQ03_iX09__P-300m_Q+0m_V+1000m_xi-1579md.csv
Y11,-0.3,0.0,1.0,-3.684,13299.435834063854,982.77625982262,iP01_iV03_iQ03_iX07__P-300m_Q+0m_V+1000m_xi-3684md.csv
Y11,-0.3,0.0,1.0,0.526,650796.4114631647,48091.323322493474,iP01_iV03_iQ03_iX11__P-300m_Q+0m_V+1000m_xi+526md.csv
Y11,-0.3,0.0,1.0,2.632,26049.290624281777,1924.9405825256524,iP01_iV03_iQ03_iX13__P-300m_Q+0m_V+1000m_xi+2632md.csv
Y11,-0.3,0.0,1.0,3.684,13299.435834063854,982.77625982262,iP01_iV03_iQ03_iX14__P-300m_Q+0m_V+1000m_xi+3684md.csv
Y11,-0.3,0.0,1.0,-0.526,650796.4114631647,48091.323322493474,iP01_iV03_iQ03_iX10__P-300m_Q+0m_V+1000m_xi-526md.csv
Y11,-0.3,0.0,1.0,4.737,8052.585684815402,595.0545708937462,iP01_iV03_iQ03_iX15__P-300m_Q+0m_V+1000m_xi+4737md.csv
Y11,-0.3,0.0,1.0,6.842,3869.096526841138,285.9111009205972,iP01_iV03_iQ03_iX17__P-300m_Q+0m_V+1000m_xi+6842md.csv
Y11,-0.3,0.0,1.0,1.579,72326.39030934537,5344.636082451502,iP01_iV03_iQ03_iX12__P-300m_Q+0m_V+1000m_xi+1579md.csv
Y11,-0.3,0.0,1.0,5.789,5396.646674923483,398.79107695879134,iP01_iV03_iQ03_iX16__P-300m_Q+0m_V+1000m_xi+5789md.csv
Y11,-0.3,0.0,1.0,10.0,1821.1173169360293,134.5734467436367,iP01_iV03_iQ03_iX20__P-300m_Q+0m_V+1000m_xi+10000md.csv
Y11,-0.3,0.0,1.0,7.895,2910.707268761721,215.0898815389403,iP01_iV03_iQ03_iX18__P-300m_Q+0m_V+1000m_xi+7895md.csv
Y11,-0.3,0.5,1.0,-10.0,665.3946228684429,49.170060030341936,iP01_iV03_iQ04_iX01__P-300m_Q+500m_V+1000m_xi-10000md.csv
Y11,-0.3,0.5,1.0,-8.947,770.8105163018143,56.95988236847965,iP01_iV03_iQ04_iX02__P-300m_Q+500m_V+1000m_xi-8947md.csv
Y11,-0.3,0.5,1.0,-7.895,907.1576622320016,67.03540307137276,iP01_iV03_iQ04_iX03__P-300m_Q+500m_V+1000m_xi-7895md.csv
Y11,-0.3,0.0,1.0,8.947,2270.2104720616285,167.75967347580658,iP01_iV03_iQ03_iX19__P-300m_Q+0m_V+1000m_xi+8947md.csv
Y11,-0.3,0.5,1.0,-6.842,1089.139247844486,80.48313045684,iP01_iV03_iQ04_iX04__P-300m_Q+500m_V+1000m_xi-6842md.csv
Y11,-0.3,0.5,1.0,-3.684,2310.402031599194,170.7296731699777,iP01_iV03_iQ04_iX07__P-300m_Q+500m_V+1000m_xi-3684md.csv
Y11,-0.3,0.5,1.0,-4.737,1714.7641235720885,126.7143615779359,iP01_iV03_iQ04_iX06__P-300m_Q+500m_V+1000m_xi-4737md.csv
Y11,-0.3,0.5,1.0,-0.526,18951.80827980964,1400.46443166246,iP01_iV03_iQ04_iX10__P-300m_Q+500m_V+1000m_xi-526md.csv
Y11,-0.3,0.5,1.0,-2.632,3399.1988857036945,251.18750297499204,iP01_iV03_iQ04_iX08__P-300m_Q+500m_V+1000m_xi-2632md.csv
Y11,-0.3,0.5,1.0,-5.789,1342.245058377869,99.1866600207886,iP01_iV03_iQ04_iX05__P-300m_Q+500m_V+1000m_xi-5789md.csv
Y11,-0.3,0.5,1.0,-1.579,5972.166942634475,441.3197702870326,iP01_iV03_iQ04_iX09__P-300m_Q+500m_V+1000m_xi-1579md.csv
Y11,-0.3,0.5,1.0,0.526,-20123.89545499716,-1487.0772287353504,iP01_iV03_iQ04_iX11__P-300m_Q+500m_V+1000m_xi+526md.csv
Y11,-0.3,0.5,1.0,4.737,-2986.829433322469,-220.71501515768728,iP01_iV03_iQ04_iX15__P-300m_Q+500m_V+1000m_xi+4737md.csv
Y11,-0.3,0.5,1.0,3.684,-3540.539613344247,-261.6320306918569,iP01_iV03_iQ04_iX14__P-300m_Q+500m_V+1000m_xi+3684md.csv
Y11,-0.3,0.5,1.0,6.842,-2492.275903812409,-184.16944105886768,iP01_iV03_iQ04_iX17__P-300m_Q+500m_V+1000m_xi+6842md.csv
Y11,-0.3,0.5,1.0,5.789,-2670.797576278641,-197.36149530403023,iP01_iV03_iQ04_iX16__P-300m_Q+500m_V+1000m_xi+5789md.csv
Y11,-0.3,0.5,1.0,1.579,-7153.534827580156,-528.618246447024,iP01_iV03_iQ04_iX12__P-300m_Q+500m_V+1000m_xi+1579md.csv
Y11,-0.3,0.5,1.0,2.632,-4599.614738149162,-339.8935388182371,iP01_iV03_iQ04_iX13__P-300m_Q+500m_V+1000m_xi+2632md.csv
Y11,-0.3,0.5,1.0,10.0,-2471.3284988787304,-182.62151027173508,iP01_iV03_iQ04_iX20__P-300m_Q+500m_V+1000m_xi+10000md.csv
Y11,-0.3,0.5,1.0,7.895,-2408.326969487524,-177.9659442575028,iP01_iV03_iQ04_iX18__P-300m_Q+500m_V+1000m_xi+7895md.csv
Y11,-0.3,0.5,1.0,8.947,-2401.7667588448903,-177.48117100515978,iP01_iV03_iQ04_iX19__P-300m_Q+500m_V+1000m_xi+8947md.csv
Y11,-0.3,1.0,1.0,-6.842,633.7721114285071,46.833280124381005,iP01_iV03_iQ05_iX04__P-300m_Q+1000m_V+1000m_xi-6842md.csv
Y11,-0.3,1.0,1.0,-10.0,407.0630903755262,30.080370244403007,iP01_iV03_iQ05_iX01__P-300m_Q+1000m_V+1000m_xi-10000md.csv
Y11,-0.3,1.0,1.0,-8.947,464.2129626570304,34.30352225670626,iP01_iV03_iQ05_iX02__P-300m_Q+1000m_V+1000m_xi-8947md.csv
Y11,-0.3,1.0,1.0,-7.895,537.3081658337619,39.70497186510538,iP01_iV03_iQ05_iX03__P-300m_Q+1000m_V+1000m_xi-7895md.csv
Y11,-0.3,1.0,1.0,-5.789,766.4358532954694,56.6366119450433,iP01_iV03_iQ05_iX05__P-300m_Q+1000m_V+1000m_xi-5789md.csv
Y11,-0.3,1.0,1.0,-3.684,1265.0877000497348,93.48503314777676,iP01_iV03_iQ05_iX07__P-300m_Q+1000m_V+1000m_xi-3684md.csv
Y11,-0.3,1.0,1.0,-4.737,959.5478947695996,70.90683641214835,iP01_iV03_iQ05_iX06__P-300m_Q+1000m_V+1000m_xi-4737md.csv
Y11,-0.3,1.0,1.0,-2.632,1818.230616369421,134.36013054936237,iP01_iV03_iQ05_iX08__P-300m_Q+1000m_V+1000m_xi-2632md.csv
Y11,-0.3,1.0,1.0,-0.526,9615.924706373617,710.5792250384006,iP01_iV03_iQ05_iX10__P-300m_Q+1000m_V+1000m_xi-526md.csv
Y11,-0.3,1.0,1.0,-1.579,3114.6767737453806,230.1624296831865,iP01_iV03_iQ05_iX09__P-300m_Q+1000m_V+1000m_xi-1579md.csv
Y11,-0.3,1.0,1.0,3.684,-1562.312579870326,-115.4487894278566,iP01_iV03_iQ05_iX14__P-300m_Q+1000m_V+1000m_xi+3684md.csv
Y11,-0.3,1.0,1.0,0.526,-9908.748015553612,-732.2177537529523,iP01_iV03_iQ05_iX11__P-300m_Q+1000m_V+1000m_xi+526md.csv
Y11,-0.3,1.0,1.0,2.632,-2113.236872573176,-156.15994025037915,iP01_iV03_iQ05_iX13__P-300m_Q+1000m_V+1000m_xi+2632md.csv
Y11,-0.3,1.0,1.0,1.579,-3408.220657453553,-251.8541765782226,iP01_iV03_iQ05_iX12__P-300m_Q+1000m_V+1000m_xi+1579md.csv
Y11,-0.3,1.0,1.0,4.737,-1259.778868467546,-93.09273129688133,iP01_iV03_iQ05_iX15__P-300m_Q+1000m_V+1000m_xi+4737md.csv
Y11,-0.3,1.0,1.0,10.0,-736.1630312358786,-54.39956872973607,iP01_iV03_iQ05_iX20__P-300m_Q+1000m_V+1000m_xi+10000md.csv
Y11,-0.3,1.0,1.0,5.789,-1070.5031161266434,-79.10599342503653,iP01_iV03_iQ05_iX16__P-300m_Q+1000m_V+1000m_xi+5789md.csv
Y11,-0.3,1.0,1.0,8.947,-785.4175281859883,-58.03928343855946,iP01_iV03_iQ05_iX19__P-300m_Q+1000m_V+1000m_xi+8947md.csv
Y11,-0.3,1.0,1.0,7.895,-851.7806762710319,-62.94326052578182,iP01_iV03_iQ05_iX18__P-300m_Q+1000m_V+1000m_xi+7895md.csv
Y11,-0.3,1.0,1.0,6.842,-942.5624933294438,-69.65168173572775,iP01_iV03_iQ05_iX17__P-300m_Q+1000m_V+1000m_xi+6842md.csv
Y11,-0.3,-1.0,1.05,-8.947,-1008.0279315391848,-74.70398072717373,iP01_iV04_iQ01_iX02__P-300m_Q-1000m_V+1050m_xi-8947md.csv
Y11,-0.3,-1.0,1.05,-6.842,-1200.6939228945075,-88.98227218459925,iP01_iV04_iQ01_iX04__P-300m_Q-1000m_V+1050m_xi-6842md.csv
Y11,-0.3,-1.0,1.05,-7.895,-1088.9387788376505,-80.7002059451368,iP01_iV04_iQ01_iX03__P-300m_Q-1000m_V+1050m_xi-7895md.csv
Y11,-0.3,-1.0,1.05,-10.0,-948.8707185682828,-70.31989662874537,iP01_iV04_iQ01_iX01__P-300m_Q-1000m_V+1050m_xi-10000md.csv
Y11,-0.3,-1.0,1.05,-5.789,-1359.192974550505,-100.72848453914732,iP01_iV04_iQ01_iX05__P-300m_Q-1000m_V+1050m_xi-5789md.csv
Y11,-0.3,-1.0,1.05,-4.737,-1594.6590278470485,-118.17864775337198,iP01_iV04_iQ01_iX06__P-300m_Q-1000m_V+1050m_xi-4737md.csv
Y11,-0.3,-1.0,1.05,-3.684,-1972.050983795727,-146.14680215867153,iP01_iV04_iQ01_iX07__P-300m_Q-1000m_V+1050m_xi-3684md.csv
Y11,-0.3,-1.0,1.05,-2.632,-2660.4834540761576,-197.16587015669336,iP01_iV04_iQ01_iX08__P-300m_Q-1000m_V+1050m_xi-2632md.csv
Y11,-0.3,-1.0,1.05,1.579,3886.514088591287,288.0258207600694,iP01_iV04_iQ01_iX12__P-300m_Q-1000m_V+1050m_xi+1579md.csv
Y11,-0.3,-1.0,1.05,2.632,2264.480764536671,167.81849277416353,iP01_iV04_iQ01_iX13__P-300m_Q-1000m_V+1050m_xi+2632md.csv
Y11,-0.3,-1.0,1.05,3.684,1572.743072317961,116.55447700245836,iP01_iV04_iQ01_iX14__P-300m_Q-1000m_V+1050m_xi+3684md.csv
Y11,-0.3,-1.0,1.05,4.737,1190.8646397874052,88.25383331659256,iP01_iV04_iQ01_iX15__P-300m_Q-1000m_V+1050m_xi+4737md.csv
Y11,-0.3,-1.0,1.05,0.526,12023.076898908836,891.01865561877,iP01_iV04_iQ01_iX11__P-300m_Q-1000m_V+1050m_xi+526md.csv
Y11,-0.3,-1.0,1.05,-1.579,-4280.342419955945,-317.2120646399989,iP01_iV04_iQ01_iX09__P-300m_Q-1000m_V+1050m_xi-1579md.csv
Y11,-0.3,-1.0,1.05,-0.526,-12415.831727764928,-920.1253747164724,iP01_iV04_iQ01_iX10__P-300m_Q-1000m_V+1050m_xi-526md.csv
Y11,-0.3,-1.0,1.05,5.789,949.6588106822082,70.37830131985787,iP01_iV04_iQ01_iX16__P-300m_Q-1000m_V+1050m_xi+5789md.csv
Y11,-0.3,-1.0,1.05,7.895,663.7541103968512,49.190178895768895,iP01_iV04_iQ01_iX18__P-300m_Q-1000m_V+1050m_xi+7895md.csv
Y11,-0.3,-1.0,1.05,6.842,784.0707195930244,58.10672716053365,iP01_iV04_iQ01_iX17__P-300m_Q-1000m_V+1050m_xi+6842md.csv
Y11,-0.3,-1.0,1.05,8.947,572.6530035501072,42.438763436639455,iP01_iV04_iQ01_iX19__P-300m_Q-1000m_V+1050m_xi+8947md.csv
Y11,-0.3,-1.0,1.05,10.0,501.4793324223485,37.16415114093291,iP01_iV04_iQ01_iX20__P-300m_Q-1000m_V+1050m_xi+10000md.csv
Y11,-0.3,-0.5,1.05,-7.895,-3204.117054446468,-237.45403419135823,iP01_iV04_iQ02_iX03__P-300m_Q-500m_V+1050m_xi-7895md.csv
Y11,-0.3,-0.5,1.05,-10.0,-3425.96897932691,-253.8952676598604,iP01_iV04_iQ02_iX01__P-300m_Q-500m_V+1050m_xi-10000md.csv
Y11,-0.3,-0.5,1.05,-8.947,-3252.429449188715,-241.03441818036177,iP01_iV04_iQ02_iX02__P-300m_Q-500m_V+1050m_xi-8947md.csv
Y11,-0.3,-0.5,1.05,-6.842,-3270.218251539521,-242.3527311340337,iP01_iV04_iQ02_iX04__P-300m_Q-500m_V+1050m_xi-6842md.csv
Y11,-0.3,-0.5,1.05,-5.789,-3465.656795165958,-256.83649267297034,iP01_iV04_iQ02_iX05__P-300m_Q-500m_V+1050m_xi-5789md.csv
Y11,-0.3,-0.5,1.05,1.579,7431.163754731832,550.7163995095914,iP01_iV04_iQ02_iX12__P-300m_Q-500m_V+1050m_xi+1579md.csv
Y11,-0.3,-0.5,1.05,-4.737,-3840.4154722481753,-284.6094992936149,iP01_iV04_iQ02_iX06__P-300m_Q-500m_V+1050m_xi-4737md.csv
Y11,-0.3,-0.5,1.05,-3.684,-4517.594256190977,-334.79456769234696,iP01_iV04_iQ02_iX07__P-300m_Q-500m_V+1050m_xi-3684md.csv
Y11,-0.3,-0.5,1.05,2.632,4215.2489637766585,312.3880458876528,iP01_iV04_iQ02_iX13__P-300m_Q-500m_V+1050m_xi+2632md.csv
Y11,-0.3,-0.5,1.05,0.526,23671.741923778216,1754.2899569899068,iP01_iV04_iQ02_iX11__P-300m_Q-500m_V+1050m_xi+526md.csv
Y11,-0.3,-0.5,1.05,3.684,2856.30811589957,211.67824695836424,iP01_iV04_iQ02_iX14__P-300m_Q-500m_V+1050m_xi+3684md.csv
Y11,-0.3,-0.5,1.05,-2.632,-5830.799794259474,-432.1149646829573,iP01_iV04_iQ02_iX08__P-300m_Q-500m_V+1050m_xi-2632md.csv
Y11,-0.3,-0.5,1.05,-1.579,-9017.567115942044,-668.2832318061608,iP01_iV04_iQ02_iX09__P-300m_Q-500m_V+1050m_xi-1579md.csv
Y11,-0.3,-0.5,1.05,-0.526,-25243.98933641181,-1870.8079032107685,iP01_iV04_iQ02_iX10__P-300m_Q-500m_V+1050m_xi-526md.csv
Y11,-0.3,-0.5,1.05,4.737,2114.0703328769387,156.67171951027584,iP01_iV04_iQ02_iX15__P-300m_Q-500m_V+1050m_xi+4737md.csv
