预测结果
35.189488030710535
36.27350686489712
37.4799487605147
37.704767322694124
33.28484319523537
30.5612217637299
37.393409219015396
35.823851947087185
34.46165871091474
38.193023132442
31.750110427487275
31.62015346650202
32.31831176644848
34.045859264813984
34.689381898714906
36.20435113661479
34.816383103059685
36.08672993938507
38.656075128673635
31.641283131192726
